,ittr,force_x,force_y,force_z,velocity_x,velocity_y,velocity_z,curr_pos_x,curr_pos_y,curr_pos_z
23779,770,0,-11,15,0.0,-1.8284812257561218,2.1668162094431884,0.0,-0.061030242651490915,0.17505527015738648
23780,770,0,-11,15,0.0,-1.8238061485013957,1.9977760742570858,0.0,-0.09142701179318084,0.20835153806167123
23781,770,0,-11,15,0.0,-1.8193012680564773,1.8293414805352466,0.0,-0.12174869959412213,0.23884056273725868
23782,770,0,-11,15,0.0,-1.8149592148344442,1.6614754647415886,0.0,-0.15199801984136285,0.2665318204829518
23783,770,0,-11,15,0.0,-1.810771976798826,1.4941423244680496,0.0,-0.18217755278800996,0.2914341925574193
23784,770,0,-11,15,0.0,-1.8067307831111579,1.3273077695889794,0.0,-0.21228973250652924,0.3135559887172356
23785,770,0,-11,15,0.0,-1.8028259813177445,1.1609391220807006,0.0,-0.2423368321951583,0.3329049740852473
23786,770,0,-11,15,0.0,-1.7990469147668728,0.9950055726148522,0.0,-0.27232094744127283,0.3494884002954948
23787,770,0,-11,15,0.0,-1.7953818112250948,0.8294785001586833,0.0,-0.30224397762835775,0.36331304196480624
23788,770,0,-11,15,0.0,-1.7918176987367447,0.664331856161986,0.0,-0.3321076059406368,0.374385239567506
23789,770,0,-11,15,0.0,-1.7883403696574305,0.49954260643341397,0.0,-0.3619132787682607,0.3827109496747296
23790,770,0,-11,15,0.0,-1.7849344165773569,0.33509121110181056,0.0,-0.39166218571121664,0.3882958031930931
23791,770,0,-11,15,0.0,-1.7815833618487686,0.1709621073223987,0.0,-0.42135524174202943,0.3911451716484664
23792,770,0,-11,15,0.0,-1.7782698931435232,0.00714414432132543,0.0,-0.4509930732944215,0.3912642407204885
23793,770,0,-11,15,0.0,-1.7749762004002763,-0.15636908798744764,0.0,-0.48057600996775945,0.388658089254031
23794,770,0,-11,15,0.0,-1.7716843879878053,-0.3195790910259967,0.0,-0.5101040831008895,0.3833317710702644
23795,770,0,-11,15,0.0,-1.768376916998507,-0.4824824844410308,0.0,-0.5395770317175312,0.37529039632958056
23796,770,0,-11,15,0.0,-1.7650370241195505,-0.6450712308510773,0.0,-0.5689943154528571,0.3645392091487293
23797,770,0,-11,15,0.0,-1.7616490694313915,-0.8073330290055105,0.0,-0.5983551332767136,0.3510836586653041
23798,770,0,-11,15,0.0,-1.7581987831379062,-0.9692518230022316,0.0,-0.627658446329012,0.33492946161526693
23799,770,0,-11,15,0.0,-1.7546734032089573,-1.1308083676002145,0.0,-0.6569030030491613,0.3160826554885967
23800,770,0,-11,15,0.0,-1.7510617145256167,-1.291980796112085,0.0,-0.6860873649579216,0.29454964222006197
23801,770,0,-11,15,0.0,-1.747354011090346,-1.452745152018955,0.0,-0.7152099318094273,0.27033722301974605
23802,770,0,-11,15,0.0,-1.743542006026838,-1.6130758618577543,0.0,-0.744268965243208,0.2434526253221168
23803,770,0,-11,15,0.0,-1.7396187117797561,-1.772946140734284,0.0,-0.7732626104395373,0.2139035229765454
23804,770,0,-11,15,0.0,-1.7355783079848617,-1.9323283313162434,0.0,-0.8021889155726183,0.18169805078794135
23805,770,0,-11,15,0.0,-1.7314160090862898,-2.091194182543979,0.0,-0.8310458490573898,0.14684481441220837
23806,770,0,-11,15,0.0,-1.7271279391216288,-2.249515076588286,0.0,-0.8598313147094169,0.10935289646907026
23807,770,0,-11,15,0.0,-1.722711017592928,-2.4072622129203096,0.0,-0.8885431650026323,0.0692318595870651
23808,770,0,-11,15,0.0,-1.7181628579605321,-2.5644067576468568,0.0,-0.9171792126353079,0.026491746959617486
23809,771,-19,-8,16,0.0,0.0,0.0,0.0,0.0,0.1
23810,771,-19,-8,16,-3.1666666666666665,-1.3333333333333333,2.5031666666666665,-0.05277777777777778,-0.02222222222222222,0.14171944444444445
23811,771,-19,-8,16,-3.1555811236648195,-1.328665736279924,2.330903836648522,-0.10537079650552478,-0.044366651160220955,0.1805678417219198
23812,771,-19,-8,16,-3.144763793449486,-1.3241110709260993,2.159413499682654,-0.15778352639634954,-0.06643516900898927,0.21655806671663072
23813,771,-19,-8,16,-3.13420146818474,-1.3196637760777852,1.988660672677891,-0.21002021753276187,-0.08842956527695235,0.24970241126126225
23814,771,-19,-8,16,-3.1238805847897493,-1.3153181409641048,1.8186120397571108,-0.2620848939459244,-0.11035153429302076,0.28001261192388077
